CensusNo,School,Gender,IndexNo,Zone,Division,Subject Stream,PHYSICS,CHEMISTRY,MATHEMATICS,AGRICULTURAL SCIENCE,BIOLOGY,COMBINED MATHEMATICS,HIGHER MATHEMATICS,GENERAL ENGLISH,CIVIL TECHNOLOGY,MECHANICAL TECHNOLOGY,ELECTRICAL ELECTRONIC & INFORMATION TECHNOLOGY,FOOD TECHNOLOGY,AGRO TECHNOLOGY,BIO RESOURCE TECHNOLOGY,INFORMATION & COMMUNICATION TECHNOLOGY,ECONOMICS,GEOGRAPHY,POLITICAL SCIENCE,LOGIC & SCIENTIFIC METHOD,HISTORY OF INDIA,HISTORY OF EUROPE,HISTORY OF MODERN WORLD,HOME ECONOMICS,COMMUNICATION & MEDIA STUDIES,BUSINESS STATISTICS,BUSINESS STUDIES,ACCOUNTING,BUDDHISM,HINDUISM,CHRISTIANITY,ISLAM,BUDDHIST CIVILIZATION,HINDU CIVILIZATION,ISLAMIC CIVILIZATION,GREEK & ROMAN CIVILIZATION,CHRISTIAN CIVILIZATION,ART,DANCING (INDIGENOUS),DANCING (BHARATHA),ORIENTAL MUSIC,CARNATIC MUSIC,WESTERN MUSIC,DRAMA & THEATRE (SINHALA),DRAMA & THEATRE (TAMIL),DRAMA & THEATRE (ENGLISH),ENGINEERING TECHNOLOGY,BIO SYSTEMS TECHNOLOGY,SCIENCE FOR TECHNOLOGY,SINHALA,TAMIL,ENGLISH,PALI,SANSKRIT,ARABIC,FRENCH,GERMAN,RUSSIAN,HINDI,CHINESE,JAPANESE,COMMON GENERAL TEST
24031,SUMANA B.V.,F,6252001,Ratnapura,Kuruwita,BIOLOGICAL SCIENCE,S,S,,,S,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067
